Date,Open,Close
2018-09-11,54.502499,55.962502
2018-09-12,56.235001,55.267502
2018-09-13,55.880001,56.602501
2018-09-14,56.4375,55.959999
2018-09-17,55.537498,54.470001
2018-09-18,54.447498,54.560001
2018-09-19,54.625,54.592499
2018-09-20,55.060001,55.0075
2018-09-21,55.195,54.415001
2018-09-24,54.205002,55.197498
2018-09-25,54.9375,55.547501
2018-09-26,55.25,55.105
2018-09-27,55.955002,56.237499
2018-09-28,56.197498,56.435001
2018-10-01,56.987499,56.814999
2018-10-02,56.8125,57.32
2018-10-03,57.512501,58.017502
2018-10-04,57.695,56.997501
2018-10-05,56.990002,56.072498
2018-10-08,55.552502,55.942501
2018-10-09,55.91,56.717499
2018-10-10,56.365002,54.09
2018-10-11,53.630001,53.612499
2018-10-12,55.105,55.5275
2018-10-15,55.290001,54.34
2018-10-16,54.732498,55.537498
2018-10-17,55.575001,55.297501
2018-10-18,54.465,54.005001
2018-10-19,54.514999,54.827499
2018-10-22,54.947498,55.162498
2018-10-23,53.9575,55.682499
2018-10-24,55.650002,53.772499
2018-10-25,54.427502,54.950001
2018-10-26,53.974998,54.075001
2018-10-29,54.797501,53.060001
2018-10-30,52.787498,53.325001
2018-10-31,54.220001,54.715
2018-11-01,54.762501,55.555
2018-11-02,52.387501,51.869999
2018-11-05,51.075001,50.397499
2018-11-06,50.48,50.942501
2018-11-07,51.4925,52.487499
2018-11-08,52.494999,52.122501
2018-11-09,51.387501,51.1175
2018-11-12,49.75,48.5425
2018-11-13,47.907501,48.057499
2018-11-14,48.474998,46.700001
2018-11-15,47.0975,47.852501
2018-11-16,47.625,48.3825
2018-11-19,47.5,46.465
2018-11-20,44.592499,44.244999
2018-11-21,44.932499,44.195
2018-11-23,43.735001,43.072498
2018-11-26,43.560001,43.654999
2018-11-27,42.877499,43.560001
2018-11-28,44.182499,45.235001
2018-11-29,45.665001,44.887501
2018-11-30,45.072498,44.645
2018-12-03,46.115002,46.205002
2018-12-04,45.237499,44.172501
2018-12-06,42.939999,43.68
2018-12-07,43.372501,42.122501
2018-12-10,41.25,42.400002
2018-12-11,42.915001,42.157501
2018-12-12,42.599998,42.275002
2018-12-13,42.622501,42.737499
2018-12-14,42.25,41.369999
2018-12-17,41.362499,40.985001
2018-12-18,41.345001,41.517502
2018-12-19,41.5,40.2225
2018-12-20,40.099998,39.2075
2018-12-21,39.215,37.682499
2018-12-24,37.037498,36.7075
2018-12-26,37.075001,39.2925
2018-12-27,38.959999,39.037498
2018-12-28,39.375,39.057499
2018-12-31,39.6325,39.435001
